poi_id,osm_type,osm_id,name,name_clean,category,subcategory,zone,latitude,longitude,amenity,tourism,shop,cuisine,opening_hours,phone,website,source,source_url,extracted_at,raw_tags,is_direct_competitor,is_food_alternative,is_demand_point,is_supporting_facility
OSM-0680,node,9155576725,Ayam Geprek dan Prasmanan,ayam geprek dan prasmanan,restaurant,amenity:restaurant,Depok/Mlati,-7.7862291,110.3711677,restaurant,,,indonesian;regional,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""indonesian;regional"", ""internet_access"": ""no"", ""name"": ""Ayam Geprek dan Prasmanan"", ""takeaway"": ""yes"", ""toilets:access"": ""customers"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0681,node,9158972449,Warung Makan Ibu Sofi Darsim,warung makan ibu sofi darsim,restaurant,amenity:restaurant,Depok/Mlati,-7.784819,110.3759911,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""name"": ""Warung Makan Ibu Sofi Darsim"", ""takeaway"": ""yes""}",false,true,false,false
OSM-0682,node,9158972452,Hesti Mart,hesti mart,retail,shop:convenience,Depok/Mlati,-7.7859743,110.3763419,,,convenience,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""changing_table"": ""no"", ""name"": ""Hesti Mart"", ""shop"": ""convenience"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0683,node,9161072858,Nasi Goreng Mas Tarman,nasi goreng mas tarman,restaurant,amenity:restaurant,Depok/Mlati,-7.7878417,110.3723956,restaurant,,,,Mo-Su 17:00-22:00,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""name"": ""Nasi Goreng Mas Tarman"", ""opening_hours"": ""Mo-Su 17:00-22:00"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""yes"", ""takeaway"": ""yes"", ""weather_protection"": ""canopy"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0684,node,9165415465,Kantin OK,kantin ok,restaurant,amenity:restaurant,Depok/Mlati,-7.787876,110.3778171,restaurant,,,regional,Mo-Sa 09:00-17:00; PH closed,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""regional"", ""internet_access"": ""no"", ""name"": ""Kantin OK"", ""opening_hours"": ""Mo-Sa 09:00-17:00; PH closed"", ""smoking"": ""yes"", ""takeaway"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0685,node,9167786602,Sate Ayam Pak Amat,sate ayam pak amat,restaurant,amenity:restaurant,Depok/Mlati,-7.785113,110.3749056,restaurant,,,,Mo-Su 17:00-22:00; PH closed,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""internet_access"": ""no"", ""name"": ""Sate Ayam Pak Amat"", ""opening_hours"": ""Mo-Su 17:00-22:00; PH closed"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""yes"", ""takeaway"": ""yes"", ""toilets"": ""no"", ""weather_protection"": ""canopy"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0686,node,9167788328,Jnawi,jnawi,cafe,amenity:cafe,Depok/Mlati,-7.7857584,110.3759922,cafe,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""cafe"", ""name"": ""Jnawi"", ""outdoor_seating"": ""yes"", ""smoking"": ""outside"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0687,node,9174098803,Warung Bakmi Ngangeni,warung bakmi ngangeni,restaurant,amenity:restaurant,Depok/Mlati,-7.7882086,110.3785368,restaurant,,,regional,Mo-Su 17:00-23:00; PH closed,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""regional"", ""name"": ""Warung Bakmi Ngangeni"", ""opening_hours"": ""Mo-Su 17:00-23:00; PH closed"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""yes"", ""weather_protection"": ""canopy"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0688,node,9175232114,Janji Jiwa,janji jiwa,cafe,amenity:cafe,Depok/Mlati,-7.7833638,110.3750572,cafe,,,coffee_shop,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""cafe"", ""brand"": ""Janji Jiwa"", ""brand:wikidata"": ""Q124030785"", ""changing_table"": ""no"", ""cuisine"": ""coffee_shop"", ""level"": ""2"", ""name"": ""Janji Jiwa"", ""smoking"": ""yes"", ""takeaway"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0689,node,9175232116,Kutus-Kutus,kutus-kutus,guest_house,tourism:guest_house,Depok/Mlati,-7.7840128,110.3750648,,guest_house,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""name"": ""Kutus-Kutus"", ""tourism"": ""guest_house""}",false,false,false,true
OSM-0690,node,9175271265,Oseng-oseng Mercon Bu Narti,oseng-oseng mercon bu narti,restaurant,amenity:restaurant,Depok/Mlati,-7.7875926,110.3734217,restaurant,,,regional,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""name"": ""Oseng-oseng Mercon Bu Narti""}",false,true,false,false
OSM-0691,node,9181045365,Angkringan Barokah,angkringan barokah,restaurant,amenity:restaurant,Depok/Mlati,-7.7882815,110.37854,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Angkringan Barokah"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""yes"", ""takeaway"": ""yes"", ""weather_protection"": ""canopy"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0692,node,9184084957,Soto Ayam Code - Mak Sri,soto ayam code - mak sri,restaurant,amenity:restaurant,Depok/Mlati,-7.7867906,110.3685273,restaurant,,,regional,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""regional"", ""name"": ""Soto Ayam Code - Mak Sri"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0693,node,9187445817,Grand Rohan Jogja,grand rohan jogja,hotel,tourism:hotel,Depok,-7.7982935,110.4051366,,hotel,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:07:57.357772+00:00,"{""name"": ""Grand Rohan Jogja"", ""tourism"": ""hotel""}",false,false,false,true
OSM-0694,node,9191142225,Warung Makan Sederhana,warung makan sederhana,restaurant,amenity:restaurant,Depok/Mlati,-7.7874986,110.3797644,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Warung Makan Sederhana"", ""takeaway"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0695,node,9191142228,Penyetan Moe,penyetan moe,restaurant,amenity:restaurant,Depok/Mlati,-7.7873407,110.379339,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""name"": ""Penyetan Moe""}",false,true,false,false
OSM-0696,node,9191142230,Warmindo,warmindo,restaurant,amenity:restaurant,Depok/Mlati,-7.7873594,110.3793843,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""name"": ""Warmindo""}",false,true,false,false
OSM-0697,node,9191142231,Rumah Makan Baru,rumah makan baru,restaurant,amenity:restaurant,Depok/Mlati,-7.7873159,110.3792327,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""name"": ""Rumah Makan Baru""}",false,true,false,false
OSM-0698,node,9191255911,SD Kanisius Kotabaru 1,sd kanisius kotabaru 1,school,amenity:school,Depok/Mlati,-7.789716,110.3705311,school,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""school"", ""name"": ""SD Kanisius Kotabaru 1"", ""operator:type"": ""religious"", ""school:type_idn"": ""sd"", ""wheelchair"": ""no""}",false,false,true,false
OSM-0699,node,9194548224,Putra Sehat,putra sehat,retail,shop:convenience,Depok/Mlati,-7.7845538,110.3790882,,,convenience,,Mo-Sa 09:00-20:00; PH closed,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""changing_table"": ""no"", ""name"": ""Putra Sehat"", ""opening_hours"": ""Mo-Sa 09:00-20:00; PH closed"", ""shop"": ""convenience"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0700,node,9194565890,,,retail,shop:convenience,Depok/Mlati,-7.7867828,110.3787663,,,convenience,,Mo-Sa 09:00-21:00; PH closed,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""changing_table"": ""no"", ""opening_hours"": ""Mo-Sa 09:00-21:00; PH closed"", ""shop"": ""convenience"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0701,node,9194565895,Pop Mart,pop mart,retail,shop:convenience,Depok/Mlati,-7.7867014,110.378784,,,convenience,,Mo-Sa 09:00-21:00; PH closed,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""changing_table"": ""no"", ""name"": ""Pop Mart"", ""opening_hours"": ""Mo-Sa 09:00-21:00; PH closed"", ""shop"": ""convenience"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0702,node,9194565897,Warmindo,warmindo,restaurant,amenity:restaurant,Depok/Mlati,-7.7869694,110.3787339,restaurant,,,noodle,24/7,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""noodle"", ""name"": ""Warmindo"", ""opening_hours"": ""24/7"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0703,node,9194567503,Bubur Ayam Kotabaru,bubur ayam kotabaru,restaurant,amenity:restaurant,Depok/Mlati,-7.7842858,110.3755722,restaurant,,,regional,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""regional"", ""name"": ""Bubur Ayam Kotabaru"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0704,node,9194593860,Alfamidi,alfamidi,retail,shop:convenience,Depok/Mlati,-7.7835917,110.3792445,,,convenience,,Mo-Su 09:00-21:00; PH closed,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""brand"": ""Alfamidi"", ""brand:wikidata"": ""Q12471462"", ""changing_table"": ""no"", ""name"": ""Alfamidi"", ""opening_hours"": ""Mo-Su 09:00-21:00; PH closed"", ""shop"": ""convenience"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0705,node,9194593864,Tuscan,tuscan,restaurant,amenity:restaurant,Depok/Mlati,-7.783522,110.3792448,restaurant,,,japanese,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""japanese"", ""name"": ""Tuscan"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0706,node,9194593865,Gudeg Mirasa,gudeg mirasa,restaurant,amenity:restaurant,Depok/Mlati,-7.783317,110.3792771,restaurant,,,regional,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""regional"", ""name"": ""Gudeg Mirasa"", ""takeaway"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0707,node,9194593866,Indomaret,indomaret,retail,shop:convenience,Depok/Mlati,-7.7838792,110.3792032,,,convenience,,Mo-Su 09:00-21:00,,https://www.klikindomaret.com,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""air_conditioning"": ""yes"", ""brand"": ""Indomaret"", ""brand:wikidata"": ""Q4262825"", ""brand:wikipedia"": ""id:Indomaret"", ""changing_table"": ""no"", ""name"": ""Indomaret"", ""name:en"": ""Indomaret"", ""name:id"": ""Indomaret"", ""name:ja"": ""インドマレット"", ""opening_hours"": ""Mo-Su 09:00-21:00"", ""operator"": ""PT. Indomarco Prismatama"", ""shop"": ""convenience"", ""toilets"": ""yes"", ""toilets:access"": ""permissive"", ""website"": ""https://www.klikindomaret.com"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0708,node,9198357819,Toko Sinar Jaya,toko sinar jaya,retail,shop:convenience,Depok/Mlati,-7.7915918,110.3724311,,,convenience,,"Mo-Su 09:00-14:00,17:00-21:00; PH closed",,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""changing_table"": ""no"", ""name"": ""Toko Sinar Jaya"", ""opening_hours"": ""Mo-Su 09:00-14:00,17:00-21:00; PH closed"", ""shop"": ""convenience"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0709,node,9200943211,Kebab Bosman,kebab bosman,direct_kebab_competitor,keyword_match,Depok/Mlati,-7.7850401,110.379017,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""name"": ""Kebab Bosman""}",true,true,false,false
OSM-0710,node,9200965800,Indomaret,indomaret,retail,shop:convenience,Depok/Mlati,-7.7802371,110.3755108,,,convenience,,,,https://www.klikindomaret.com,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""air_conditioning"": ""yes"", ""brand"": ""Indomaret"", ""brand:wikidata"": ""Q4262825"", ""brand:wikipedia"": ""id:Indomaret"", ""changing_table"": ""no"", ""name"": ""Indomaret"", ""name:en"": ""Indomaret"", ""name:id"": ""Indomaret"", ""name:ja"": ""インドマレット"", ""operator"": ""PT. Indomarco Prismatama"", ""shop"": ""convenience"", ""toilets"": ""yes"", ""toilets:access"": ""permissive"", ""website"": ""https://www.klikindomaret.com"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0711,node,9200965804,Pondok Makan Bu Mardi,pondok makan bu mardi,restaurant,amenity:restaurant,Depok/Mlati,-7.7818893,110.3752658,restaurant,,,regional,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""regional"", ""name"": ""Pondok Makan Bu Mardi"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0712,node,9203186226,Angkringan,angkringan,restaurant,amenity:restaurant,Depok/Mlati,-7.7883922,110.3755875,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Angkringan"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0713,node,9205485633,Doniteni,doniteni,restaurant,amenity:restaurant,Depok/Mlati,-7.7874405,110.3796057,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Doniteni"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0714,node,9205485637,Threesna Cafe,threesna cafe,cafe,amenity:cafe,Depok/Mlati,-7.78753,110.3798397,cafe,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""cafe"", ""changing_table"": ""no"", ""name"": ""Threesna Cafe"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0715,node,9205485638,Warung Makan Pak Lay,warung makan pak lay,restaurant,amenity:restaurant,Depok/Mlati,-7.7875036,110.3802238,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Warung Makan Pak Lay"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0716,node,9205583197,Rumah Makan Jagad Kriuk,rumah makan jagad kriuk,restaurant,amenity:restaurant,Depok/Mlati,-7.7860918,110.3823788,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Rumah Makan Jagad Kriuk"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0717,node,9205583198,Nasi Liwet Solo Wong Lemu,nasi liwet solo wong lemu,restaurant,amenity:restaurant,Depok/Mlati,-7.7860864,110.3824909,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Nasi Liwet Solo Wong Lemu"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0718,node,9205583199,Lumpia Rebung Bu Tatik,lumpia rebung bu tatik,restaurant,amenity:restaurant,Depok/Mlati,-7.7860982,110.3823283,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Lumpia Rebung Bu Tatik"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0719,node,9205583200,Sego Pecel Blora Dhong Jati,sego pecel blora dhong jati,restaurant,amenity:restaurant,Depok/Mlati,-7.7860863,110.3828769,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Sego Pecel Blora Dhong Jati"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0720,node,9205583201,Nasi Goreng Kambing,nasi goreng kambing,restaurant,amenity:restaurant,Depok/Mlati,-7.7860866,110.3824294,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Nasi Goreng Kambing"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0721,node,9205583202,Bakso Urat Soringin Arema,bakso urat soringin arema,restaurant,amenity:restaurant,Depok/Mlati,-7.7860877,110.3825765,restaurant,,,indonesian,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""addr:street"": ""Jalan Langensari"", ""amenity"": ""restaurant"", ""changing_table"": ""no"", ""contact:instagram"": ""Bakso_Arema_Soringin"", ""contact:whatsapp"": ""+62 812-2691-2222"", ""cuisine"": ""indonesian"", ""name"": ""Bakso Urat Soringin Arema"", ""outdoor_seating"": ""yes"", ""takeaway"": ""yes"", ""wheelchair"": ""limited""}",false,true,false,false
OSM-0722,node,9206900903,Nasi Brongkos Bu Rahman,nasi brongkos bu rahman,restaurant,amenity:restaurant,Depok/Mlati,-7.7879963,110.3772867,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Nasi Brongkos Bu Rahman"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""yes"", ""weather_protection"": ""roof"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0723,node,9208431564,Ayam Bakar & Penyetan,ayam bakar & penyetan,restaurant,amenity:restaurant,Depok/Mlati,-7.7862143,110.3821928,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Ayam Bakar & Penyetan"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0724,node,9208431565,Soto Langensari,soto langensari,restaurant,amenity:restaurant,Depok/Mlati,-7.7862633,110.3821481,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Soto Langensari"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0725,node,9208431567,Siomay & Batagor,siomay & batagor,restaurant,amenity:restaurant,Depok/Mlati,-7.7862404,110.3821602,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Siomay & Batagor"", ""outdoor_seating"": ""sidewalk"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0726,node,9208542431,Toko Mimi,toko mimi,retail,shop:convenience,Depok/Mlati,-7.7861089,110.3841966,,,convenience,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""changing_table"": ""no"", ""name"": ""Toko Mimi"", ""shop"": ""convenience"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0727,node,9212889554,Lawson,lawson,retail,shop:convenience,Depok/Mlati,-7.7860814,110.3788651,,,convenience,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""brand"": ""Lawson"", ""brand:wikidata"": ""Q1557223"", ""changing_table"": ""no"", ""name"": ""Lawson"", ""shop"": ""convenience"", ""wheelchair"": ""no""}",false,false,false,true
OSM-0728,node,9217234772,Warung Makan Amunasi,warung makan amunasi,restaurant,amenity:restaurant,Depok/Mlati,-7.7816819,110.3794195,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Warung Makan Amunasi"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0729,node,9217234773,Waruga Warmindo - Burjo,waruga warmindo - burjo,restaurant,amenity:restaurant,Depok/Mlati,-7.782868,110.3793796,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Waruga Warmindo - Burjo"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0730,node,9217234774,Ka Story,ka story,restaurant,amenity:restaurant,Depok/Mlati,-7.7825159,110.3793919,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Ka Story"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0731,node,9217234775,Sae Chicken - Warung 543,sae chicken - warung 543,restaurant,amenity:restaurant,Depok/Mlati,-7.7836891,110.3792365,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Sae Chicken - Warung 543"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0732,node,9217234777,Mie Aceh - Duta Serambi,mie aceh - duta serambi,restaurant,amenity:restaurant,Depok/Mlati,-7.7827734,110.3793417,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Mie Aceh - Duta Serambi"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0733,node,9217234778,Sushiruma,sushiruma,restaurant,amenity:restaurant,Depok/Mlati,-7.7815735,110.3794209,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Sushiruma"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0734,node,9217234779,Mikuya,mikuya,restaurant,amenity:restaurant,Depok/Mlati,-7.782423,110.3793968,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Mikuya"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0735,node,9219846872,Mie Ayam Kobar Jaya,mie ayam kobar jaya,restaurant,amenity:restaurant,Depok/Mlati,-7.7872179,110.3709391,restaurant,,,noodle,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""cuisine"": ""noodle"", ""name"": ""Mie Ayam Kobar Jaya"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0736,node,9222486037,Warung 27,warung 27,restaurant,amenity:restaurant,Depok/Mlati,-7.7766031,110.3759177,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Warung 27"", ""smoking"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0737,node,9222486039,Bubur Ayam Jakarta,bubur ayam jakarta,restaurant,amenity:restaurant,Depok/Mlati,-7.777929,110.3758632,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""changing_table"": ""no"", ""name"": ""Bubur Ayam Jakarta"", ""outdoor_seating"": ""sidewalk"", ""smoking"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
OSM-0738,node,9222486041,Warung Makan DPR,warung makan dpr,restaurant,amenity:restaurant,Depok/Mlati,-7.777716,110.3758917,restaurant,,,,,,,OpenStreetMap Overpass,https://overpass-api.de/api/interpreter,2026-06-24T16:08:05.739952+00:00,"{""amenity"": ""restaurant"", ""name"": ""Warung Makan DPR"", ""outdoor_seating"": ""yes"", ""smoking"": ""yes"", ""wheelchair"": ""no""}",false,true,false,false
