poi_id,name,category,zone,latitude,longitude,address,source,confidence,notes,record_origin,osm_type,osm_id,osm_primary_key,osm_primary_value,zone_matches,matched_baseline_poi_id
OSM-2400,Rumah Makan Bu Mondro,restaurant,Ngaglik Selatan,-7.7048069,110.4126369,"Jalan Kaliurang, Sleman",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362167659,amenity,restaurant,Ngaglik Selatan,
OSM-2401,Dappoermu,restaurant,Ngaglik Selatan,-7.7082405,110.4220964,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362180673,amenity,restaurant,Ngaglik Selatan,
OSM-2402,SD Sinduadi 1,school,Depok/Mlati,-7.7620537,110.3642751,Jalan Selokan Mataram,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,way,362187155,amenity,school,Depok/Mlati,
OSM-2403,Hotel Paku Mas,lodging,Depok,-7.7835784,110.4033902,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362198197,tourism,hotel,Depok,
OSM-2404,The Soemarsono Hotel,lodging,Depok,-7.779339,110.4059568,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362199346,tourism,hotel,Depok,
OSM-2405,Akademi Komunikasi Indonesia,college,Depok,-7.7814299,110.4070134,Jalan Laksda Adisucipto No. 279,OpenStreetMap Overpass,medium,OSM amenity=college; zone query match: Depok.,osm,way,362199732,amenity,college,Depok,
OSM-2406,The Victoria Hotel,lodging,Depok,-7.7800038,110.4034509,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362206302,tourism,hotel,Depok,
OSM-2407,,school,Depok,-7.7778717,110.4027117,,OpenStreetMap Overpass,low,OSM amenity=school; zone query match: Depok.,osm,way,362206429,amenity,school,Depok,
OSM-2408,,minimarket,Depok,-7.7838316,110.4107159,,OpenStreetMap Overpass,low,OSM shop=convenience; zone query match: Depok.,osm,way,362214074,shop,convenience,Depok,
OSM-2409,Cotton House Monjali,lodging,Depok/Mlati,-7.7486463,110.368149,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362228654,tourism,hotel,Depok/Mlati,
OSM-2410,Sunrise Hotel,lodging,Depok/Mlati,-7.7469288,110.3621951,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362333592,tourism,hotel,Depok/Mlati,
OSM-2411,Sate Seturan,restaurant,Depok,-7.7678185,110.4099895,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,way,362337502,amenity,restaurant,Depok,
OSM-2412,Markobar,cafe,Depok,-7.7672915,110.410173,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok. cuisine=martabak,osm,way,362337554,amenity,cafe,Depok,
OSM-2413,Warunk Upnormal Yogyakarta,cafe,Depok,-7.7654813,110.4105187,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok.,osm,way,362337629,amenity,cafe,Depok,
OSM-2414,Martabak Casablanca,restaurant,Depok,-7.7701369,110.409529,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,way,362337665,amenity,restaurant,Depok,
OSM-2415,Indomaret,minimarket,Depok,-7.7827673,110.3993622,,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Depok. brand=Indomaret; operator=PT. Indomarco Prismatama,osm,way,362343803,shop,convenience,Depok,
OSM-2416,Alfamart,minimarket,Depok,-7.783462,110.4002993,,OpenStreetMap Overpass,medium,"OSM shop=convenience; zone query match: Depok. brand=Alfamart; operator=PT Sumber Alfaria Trijaya,Tbk",osm,way,362344044,shop,convenience,Depok,
OSM-2417,Indomaret,minimarket,Depok,-7.7818901,110.3957518,"Jalan Petung, Yogyakarta",OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Depok. brand=Indomaret; operator=PT. Indomarco Prismatama,osm,way,362349605,shop,convenience,Depok,
OSM-2418,SD Bopkri Demangan III,school,Depok,-7.7817371,110.3945898,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok.,osm,way,362353411,amenity,school,Depok,
OSM-2419,Warung Makan Indomie,restaurant,Depok,-7.7778233,110.3957946,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok.,osm,way,362353561,amenity,restaurant,Depok,
OSM-2420,Hotel LPP Convention,lodging,Depok,-7.7797691,110.3926938,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362357813,tourism,hotel,Depok,
OSM-2421,SMP Muhammadiyah 3 Depok,school,Depok,-7.778555,110.3911267,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok.,osm,way,362358194,amenity,school,Depok,
OSM-2422,Woodpecker Pavilion,lodging,Depok,-7.7784926,110.3932628,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362358196,tourism,hotel,Depok,
OSM-2423,SD Muhamadiyah Demangan,school,Depok,-7.7817143,110.3907666,"Jalan Jatayu, Demangan",OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok.,osm,way,362358335,amenity,school,Depok,
OSM-2424,CW Coffee,cafe,Depok,-7.7730415,110.4095564,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok.,osm,way,362361289,amenity,cafe,Depok,
OSM-2425,TK - SD Budi Mulia Dua,school,Depok,-7.7670433,110.4104809,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok.,osm,way,362362097,amenity,school,Depok,
OSM-2426,Hotel Tafana Yogyakarta,lodging,Depok,-7.7704022,110.4049934,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362367006,tourism,hotel,Depok,
OSM-2427,Roemah Djogja Guest House,lodging,Depok,-7.767852,110.4032903,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362367018,tourism,hotel,Depok,
OSM-2428,Hotel Gardenia,lodging,Depok,-7.7662995,110.4023517,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362367287,tourism,hotel,Depok,
OSM-2429,,minimarket,Depok/Ngaglik Selatan,-7.7189263,110.4041416,,OpenStreetMap Overpass,low,OSM shop=convenience; zone query match: Depok/Ngaglik Selatan.,osm,way,362369009,shop,convenience,Depok/Ngaglik Selatan,
OSM-2430,Selat Solo,restaurant,Depok/Ngaglik Selatan,-7.7210214,110.4028501,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,way,362369025,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-2431,Alfamart,minimarket,Depok/Ngaglik Selatan,-7.7195402,110.4038089,,OpenStreetMap Overpass,medium,"OSM shop=convenience; zone query match: Depok/Ngaglik Selatan. brand=Alfamart; operator=PT Sumber Alfaria Trijaya,Tbk",osm,way,362369043,shop,convenience,Depok/Ngaglik Selatan,
OSM-2432,Mina Swalayan,minimarket,Depok/Ngaglik Selatan,-7.7187363,110.4042567,,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Depok/Ngaglik Selatan.,osm,way,362369045,shop,convenience,Depok/Ngaglik Selatan,
OSM-2433,PHD Delivery,fast_food,Depok/Ngaglik Selatan,-7.7205508,110.4031592,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Depok/Ngaglik Selatan.,osm,way,362369099,amenity,fast_food,Depok/Ngaglik Selatan,
OSM-2434,Bakmi Jowo Handayani,restaurant,Depok/Ngaglik Selatan,-7.7215384,110.4025831,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,way,362369238,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-2435,Warung Makan Nayla,restaurant,Depok/Ngaglik Selatan,-7.7190891,110.4046938,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,way,362373705,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-2436,Lesehan Ayam Sore,restaurant,Depok/Ngaglik Selatan,-7.721345,110.403137,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,way,362373728,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-2437,Mina Swalayan,minimarket,Depok/Ngaglik Selatan,-7.7189191,110.4048316,,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Depok/Ngaglik Selatan.,osm,way,362373866,shop,convenience,Depok/Ngaglik Selatan,
OSM-2438,SMP Hamong Putera Ngaglik,school,Depok/Ngaglik Selatan,-7.719672,110.4059438,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Ngaglik Selatan.,osm,way,362374047,amenity,school,Depok/Ngaglik Selatan,
OSM-2439,Hotel Purnama,lodging,Depok/Ngaglik Selatan,-7.7194241,110.4054541,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Ngaglik Selatan.,osm,way,362374048,tourism,hotel,Depok/Ngaglik Selatan,
OSM-2440,SD Negeri Gentan,school,Depok/Ngaglik Selatan,-7.719738,110.4063023,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Ngaglik Selatan.,osm,way,362374053,amenity,school,Depok/Ngaglik Selatan,
OSM-2441,,school,Depok/Mlati,-7.7771225,110.381224,,OpenStreetMap Overpass,low,OSM amenity=school; zone query match: Depok/Mlati.,osm,way,362378649,amenity,school,Depok/Mlati,
OSM-2442,,school,Depok/Mlati,-7.7768885,110.3813523,,OpenStreetMap Overpass,low,OSM amenity=school; zone query match: Depok/Mlati.,osm,way,362378792,amenity,school,Depok/Mlati,
OSM-2443,SD Negeri Samirono,school,Depok/Mlati,-7.7771117,110.3813652,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,way,362378807,amenity,school,Depok/Mlati,
OSM-2444,Bilik Kopi,cafe,Depok/Ngaglik Selatan,-7.7161353,110.4065766,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Ngaglik Selatan.,osm,way,362388248,amenity,cafe,Depok/Ngaglik Selatan,
OSM-2445,Susu Lovers,cafe,Depok/Ngaglik Selatan,-7.7168948,110.4055976,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Ngaglik Selatan.,osm,way,362388406,amenity,cafe,Depok/Ngaglik Selatan,
OSM-2446,Kebun Buah Naga,cafe,Depok/Ngaglik Selatan,-7.7164869,110.4060085,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Ngaglik Selatan.,osm,way,362388538,amenity,cafe,Depok/Ngaglik Selatan,
OSM-2447,Bakmi Jawa Pak Yono,restaurant,Depok/Ngaglik Selatan,-7.7160418,110.4057948,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,way,362388644,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-2448,Mas Pee,restaurant,Depok/Ngaglik Selatan,-7.7164714,110.406217,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Ngaglik Selatan.,osm,way,362388665,amenity,restaurant,Depok/Ngaglik Selatan,
OSM-2449,Baleroso Sinduharjo,restaurant,Ngaglik Selatan,-7.7143945,110.4065034,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362392249,amenity,restaurant,Ngaglik Selatan,
OSM-2450,Kedai Original,cafe,Ngaglik Selatan,-7.7144361,110.4057568,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Ngaglik Selatan.,osm,way,362392497,amenity,cafe,Ngaglik Selatan,
OSM-2451,Kost Cattleya Kepuh,lodging,Depok/Mlati,-7.7816946,110.3846104,,OpenStreetMap Overpass,medium,OSM tourism=hostel; zone query match: Depok/Mlati.,osm,way,362414647,tourism,hostel,Depok/Mlati,
OSM-2452,First Living,lodging,Depok,-7.7693089,110.4005772,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362488191,tourism,hotel,Depok,
OSM-2453,Burjo pamungkas,restaurant,Depok,-7.7676899,110.3938194,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok. operator=burjo,osm,way,362491333,amenity,restaurant,Depok,
OSM-2454,Hotel Srikandi,lodging,Depok,-7.7674276,110.3959173,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362491685,tourism,hotel,Depok,
OSM-2455,SD Negeri Puren,school,Depok,-7.7674979,110.3957292,Jalan Tantular,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok.,osm,way,362491702,amenity,school,Depok,
OSM-2456,Reddoorz Plus Affandi Gejayan,lodging,Depok,-7.7691007,110.39171,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362491739,tourism,hotel,Depok,
OSM-2457,Reddoorz Gejayan,lodging,Depok,-7.7669962,110.3959733,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362491767,tourism,hotel,Depok,
OSM-2458,Politeknik LPP,college,Depok/Mlati,-7.7840206,110.3844791,Jalan LPP No. 1A,OpenStreetMap Overpass,medium,OSM amenity=college; zone query match: Depok/Mlati.,osm,way,362493968,amenity,college,Depok/Mlati,
OSM-2459,Super Indo,minimarket,Depok/Mlati,-7.783485,110.382572,,OpenStreetMap Overpass,medium,OSM shop=supermarket; zone query match: Depok/Mlati. brand=Super Indo,osm,way,362493991,shop,supermarket,Depok/Mlati,
OSM-2460,D'Paragon Pringwulung Jogja,lodging,Depok,-7.771745,110.3960491,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362494840,tourism,hotel,Depok,
OSM-2461,Paperplane Coffee,cafe,Depok,-7.7748886,110.3932312,"Jalan Pringgodani No.1B, Yogyakarta",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok. cuisine=coffee_shop,osm,way,362495082,amenity,cafe,Depok,
OSM-2462,Paperplane Coffee,cafe,Depok,-7.7747826,110.3932486,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok.,osm,way,362495130,amenity,cafe,Depok,
OSM-2463,K Homestay,lodging,Depok,-7.771776,110.3951122,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362495565,tourism,hotel,Depok,
OSM-2464,SDN SARDONOHARJO,school,Ngaglik Selatan,-7.7012831,110.4065136,"Candi Dukuh, Sardonoharjo",OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Ngaglik Selatan.,osm,way,362497379,amenity,school,Ngaglik Selatan,
OSM-2465,Alfamart,minimarket,Ngaglik Selatan,-7.7050256,110.4121253,"Jalan Kaliurang, Sleman",OpenStreetMap Overpass,medium,"OSM shop=convenience; zone query match: Ngaglik Selatan. brand=Alfamart; operator=PT Sumber Alfaria Trijaya,Tbk",osm,way,362498550,shop,convenience,Ngaglik Selatan,
OSM-2466,Sambal 55,restaurant,Ngaglik Selatan,-7.7049475,110.4121699,"Jalan Kaliurang, Sleman",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362498805,amenity,restaurant,Ngaglik Selatan,
OSM-2467,Rivisha Hotel Condongcatur,lodging,Depok,-7.7726359,110.3999168,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok.,osm,way,362499478,tourism,hotel,Depok,
OSM-2468,SD Muhammadiyah Sapen Papringan,school,Depok,-7.7754877,110.3974637,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok.,osm,way,362499643,amenity,school,Depok,
OSM-2469,Circle K,minimarket,Depok,-7.7738314,110.4012297,,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Depok. brand=Circle K,osm,way,362499791,shop,convenience,Depok,
OSM-2470,Fine Coffee,cafe,Ngaglik Selatan,-7.7049492,110.4125467,"Jalan Kaliurang, Nomor 32, Sleman",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Ngaglik Selatan.,osm,way,362500101,amenity,cafe,Ngaglik Selatan,
OSM-2471,Vee Hotel Catur Tunggal,lodging,Depok/Mlati,-7.7606703,110.3821294,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362512048,tourism,hotel,Depok/Mlati,
OSM-2472,OYO 1150 Omah Ladrang,lodging,Depok/Mlati,-7.7611584,110.3799902,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362512096,tourism,hotel,Depok/Mlati,
OSM-2473,,school,Ngaglik Selatan,-7.698018,110.4124943,,OpenStreetMap Overpass,low,OSM amenity=school; zone query match: Ngaglik Selatan.,osm,way,362519900,amenity,school,Ngaglik Selatan,
OSM-2474,SD Negeri Candirejo,school,Ngaglik Selatan,-7.6982365,110.4126156,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Ngaglik Selatan.,osm,way,362519903,amenity,school,Ngaglik Selatan,
OSM-2475,SD Sadonorharjo 2,school,Ngaglik Selatan,-7.6985389,110.4065277,"Jalan Purbaya RW 3, Candi Winangun",OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Ngaglik Selatan.,osm,way,362524119,amenity,school,Ngaglik Selatan,
OSM-2476,OYO 2008 Sellinas Family Residence Syariah,lodging,Depok/Mlati,-7.763235,110.3827447,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362528327,tourism,hotel,Depok/Mlati,
OSM-2477,UD Gudeg Kendhil,restaurant,Depok/Mlati,-7.7632746,110.3828099,"Gang Megatruh, Gang Megatruh E1B, Sleman",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=gudeg;traditional;local; opening_hours=05:00-20:00,osm,way,362528501,amenity,restaurant,Depok/Mlati,
OSM-2478,SD Negeri Bhayangkara,school,Depok/Mlati,-7.7853445,110.3837895,Jalan Kemakmuran No. 5,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,way,362534776,amenity,school,Depok/Mlati,
OSM-2479,Grhatama Guest House Catur Tunggal,lodging,Depok/Mlati,-7.7559865,110.3816927,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362542944,tourism,hotel,Depok/Mlati,
OSM-2480,OYO LIFE 2374 ALIKA Syariah,lodging,Depok/Mlati,-7.755085,110.3802118,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362542999,tourism,hotel,Depok/Mlati,
OSM-2481,OYO 1073 Pogung W1 Exclusive,lodging,Depok/Mlati,-7.7585751,110.380086,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362543148,tourism,hotel,Depok/Mlati,
OSM-2482,Kost Putri Pogung Baru W5,lodging,Depok/Mlati,-7.7584981,110.3798225,,OpenStreetMap Overpass,medium,OSM tourism=hostel; zone query match: Depok/Mlati.,osm,way,362543406,tourism,hostel,Depok/Mlati,
OSM-2483,Madrasah Aliyah Sunan Pandanaran,school,Ngaglik Selatan,-7.6958894,110.4053503,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Ngaglik Selatan.,osm,way,362679567,amenity,school,Ngaglik Selatan,
OSM-2484,OYO 2311 C9 Exclusive,lodging,Depok/Mlati,-7.759901,110.3838844,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362679901,tourism,hotel,Depok/Mlati,
OSM-2485,Dapur Syurga,restaurant,Depok/Mlati,-7.7571027,110.3833309,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,way,362679931,amenity,restaurant,Depok/Mlati,
OSM-2486,Waroeng Steak and Shake,restaurant,Depok/Mlati,-7.7575204,110.3848945,Jalan Pandega Karya,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=steak,osm,way,362679957,amenity,restaurant,Depok/Mlati,
OSM-2487,Hotel Aryuka,lodging,Depok/Mlati,-7.7559515,110.3840314,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362680021,tourism,hotel,Depok/Mlati,
OSM-2488,OYO 1593 Pondok Garini Syariah,lodging,Depok/Mlati,-7.7546106,110.3847448,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362680042,tourism,hotel,Depok/Mlati,
OSM-2489,Warunk Upnormal,restaurant,Depok/Mlati,-7.7568849,110.3830014,Jalan Pandega Karya,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati.,osm,way,362680413,amenity,restaurant,Depok/Mlati,
OSM-2490,Burjo Hejo,restaurant,Depok/Mlati,-7.7565281,110.3748988,Jalan Pogung Raya,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Depok/Mlati. cuisine=noodle;indonesian,osm,way,362683021,amenity,restaurant,Depok/Mlati,
OSM-2491,Warung Makan Cak Nur,fast_food,Ngaglik Selatan,-7.6960407,110.4178997,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Ngaglik Selatan.,osm,way,362683927,amenity,fast_food,Ngaglik Selatan,
OSM-2492,,restaurant,Ngaglik Selatan,-7.6942843,110.4188945,Jalan Kaliurang,OpenStreetMap Overpass,low,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362684216,amenity,restaurant,Ngaglik Selatan,
OSM-2493,Kos Ico Bu Danny,lodging,Depok/Mlati,-7.772688,110.3841549,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362684617,tourism,hotel,Depok/Mlati,
OSM-2494,,restaurant,Ngaglik Selatan,-7.697716,110.4170223,Jl. Kaliurang,OpenStreetMap Overpass,low,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362686190,amenity,restaurant,Ngaglik Selatan,
OSM-2495,Rumah Makan LS,restaurant,Ngaglik Selatan,-7.6988364,110.4164063,Jalan Kaliurang,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362686288,amenity,restaurant,Ngaglik Selatan,
OSM-2496,Warmindo Putra Jabar,fast_food,Ngaglik Selatan,-7.6969542,110.4173929,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Ngaglik Selatan.,osm,way,362686383,amenity,fast_food,Ngaglik Selatan,
OSM-2497,Ayam Geprek Mas Kobis,restaurant,Ngaglik Selatan,-7.6988482,110.4182841,,OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362686392,amenity,restaurant,Ngaglik Selatan,
OSM-2498,Reddoorz Grya Rintaka Sinduadi,lodging,Depok/Mlati,-7.7551581,110.3698184,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362687888,tourism,hotel,Depok/Mlati,
OSM-2499,Bento Kopi Reserve,cafe,Depok/Mlati,-7.7561698,110.3737982,"Jalan Pandega Marta, Pogung Kidul",OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Depok/Mlati. cuisine=coffee_shop,osm,way,362687911,amenity,cafe,Depok/Mlati,
OSM-2500,Wisma Khadijah,lodging,Depok/Mlati,-7.758794,110.3736756,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362688009,tourism,hotel,Depok/Mlati,
OSM-2501,Kos Muslimah Rin,lodging,Depok/Mlati,-7.7591307,110.3739866,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362688120,tourism,hotel,Depok/Mlati,
OSM-2502,,fast_food,Ngaglik Selatan,-7.6953664,110.4179829,,OpenStreetMap Overpass,low,OSM amenity=fast_food; zone query match: Ngaglik Selatan.,osm,way,362688848,amenity,fast_food,Ngaglik Selatan,
OSM-2503,Dic's Caffe,cafe,Ngaglik Selatan,-7.6985411,110.4161828,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Ngaglik Selatan.,osm,way,362688873,amenity,cafe,Ngaglik Selatan,
OSM-2504,,restaurant,Ngaglik Selatan,-7.69522,110.4179371,Jalan Kaliurang,OpenStreetMap Overpass,low,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362688891,amenity,restaurant,Ngaglik Selatan,
OSM-2505,Indomaret,minimarket,Ngaglik Selatan,-7.6982261,110.4164287,,OpenStreetMap Overpass,medium,OSM shop=convenience; zone query match: Ngaglik Selatan. brand=Indomaret; operator=PT. Indomarco Prismatama,osm,way,362688963,shop,convenience,Ngaglik Selatan,
OSM-2506,,school,Ngaglik Selatan,-7.6981027,110.4127178,,OpenStreetMap Overpass,low,OSM amenity=school; zone query match: Ngaglik Selatan.,osm,way,362688971,amenity,school,Ngaglik Selatan,
OSM-2507,Ayam Saos Pedas,fast_food,Ngaglik Selatan,-7.6980775,110.4164854,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Ngaglik Selatan.,osm,way,362688987,amenity,fast_food,Ngaglik Selatan,
OSM-2508,Lesehan dan Pecel kang Bejo,fast_food,Ngaglik Selatan,-7.6984619,110.4162276,,OpenStreetMap Overpass,medium,OSM amenity=fast_food; zone query match: Ngaglik Selatan.,osm,way,362689010,amenity,fast_food,Ngaglik Selatan,
OSM-2509,Warmindo El,restaurant,Ngaglik Selatan,-7.6983978,110.4156091,"Jalan Bimo, Yogyakarta",OpenStreetMap Overpass,medium,OSM amenity=restaurant; zone query match: Ngaglik Selatan. cuisine=noodle;indonesian; opening_hours=24/7,osm,way,362689148,amenity,restaurant,Ngaglik Selatan,
OSM-2510,Omah Cening,lodging,Depok/Mlati,-7.7750955,110.364873,,OpenStreetMap Overpass,medium,OSM tourism=hostel; zone query match: Depok/Mlati.,osm,way,362690633,tourism,hostel,Depok/Mlati,
OSM-2511,,restaurant,Ngaglik Selatan,-7.6935846,110.4183509,,OpenStreetMap Overpass,low,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362691062,amenity,restaurant,Ngaglik Selatan,
OSM-2512,Milkshake Juice/Smoothies,cafe,Ngaglik Selatan,-7.6946782,110.4183899,,OpenStreetMap Overpass,medium,OSM amenity=cafe; zone query match: Ngaglik Selatan.,osm,way,362691190,amenity,cafe,Ngaglik Selatan,
OSM-2513,,restaurant,Ngaglik Selatan,-7.6939271,110.4184544,,OpenStreetMap Overpass,low,OSM amenity=restaurant; zone query match: Ngaglik Selatan.,osm,way,362691241,amenity,restaurant,Ngaglik Selatan,
OSM-2514,Ponpes Al Barokah,school,Depok/Mlati,-7.7709778,110.3650372,,OpenStreetMap Overpass,medium,OSM amenity=school; zone query match: Depok/Mlati.,osm,way,362709078,amenity,school,Depok/Mlati,
OSM-2515,Comfy Guest House Yogyakarta,lodging,Depok/Mlati,-7.7530215,110.3704107,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362715895,tourism,hotel,Depok/Mlati,
OSM-2516,Reddoorz Sariharjo,lodging,Depok/Mlati,-7.7513494,110.3732421,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362716735,tourism,hotel,Depok/Mlati,
OSM-2517,Mustokoweni The Heritage Hotel,lodging,Depok/Mlati,-7.7743216,110.3683202,,OpenStreetMap Overpass,medium,OSM tourism=hotel; zone query match: Depok/Mlati.,osm,way,362783723,tourism,hotel,Depok/Mlati,
